holidaycalendar,holiday,description,creationname,creationdate,revisionname,revisiondate
BavHoliday Gas,2021-01-06 00:00:00,Epiphany,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-04-02 00:00:00,Good Friday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-04-05 00:00:00,Easter Monday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-05-01 00:00:00,Labour Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-05-03 00:00:00,Early May Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-05-13 00:00:00,Ascension Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-05-24 00:00:00,Whit Monday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-05-31 00:00:00,Spring Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-06-03 00:00:00,Corpus Christi,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-08-15 00:00:00,Assumption Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-08-30 00:00:00,Summer Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-10-03 00:00:00,Day of German Unity,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-11-01 00:00:00,All Saints' Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-12-25 00:00:00,Christmas,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-12-26 00:00:00,St. Stephen's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-12-27 00:00:00,Christmas,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2021-12-28 00:00:00,Boxing Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-01-01 00:00:00,New Year's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-01-03 00:00:00,New Year's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-01-06 00:00:00,Epiphany,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-04-15 00:00:00,Good Friday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-04-18 00:00:00,Easter Monday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-05-01 00:00:00,Labour Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-05-02 00:00:00,Early May Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-05-26 00:00:00,Ascension Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-05-30 00:00:00,Spring Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-06-06 00:00:00,Whit Monday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-06-16 00:00:00,Corpus Christi,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-08-15 00:00:00,Assumption Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-08-29 00:00:00,Summer Bank Holiday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-10-03 00:00:00,Day of German Unity,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-11-01 00:00:00,All Saints' Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-12-25 00:00:00,Christmas,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-12-26 00:00:00,St. Stephen's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2022-12-27 00:00:00,Boxing Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-01-01 00:00:00,New Year's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-01-02 00:00:00,New Year's Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-01-06 00:00:00,Epiphany,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-04-07 00:00:00,Good Friday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-04-10 00:00:00,Easter Monday,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-05-01 00:00:00,Labour Day,Tanja Lebed,2018-05-24 15:26:10,,
BavHoliday Gas,2023-05-18 00:00:00,Ascension Day,Tanja Lebed,2018-05-24 15:26:10,,
ARGUS Holidays,2019-04-19 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-04-22 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-05-06 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-05-27 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-08-26 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-12-26 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-04-10 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-04-13 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-05-04 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-05-25 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-08-31 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2020-12-28 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-04-02 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-04-05 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-05-03 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-05-31 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-08-30 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-12-27 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2021-12-28 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-01-03 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-04-15 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-04-18 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-05-02 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-05-30 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-08-29 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-12-26 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2022-12-27 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-01-02 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-04-07 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-04-10 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-05-01 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-05-29 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-08-28 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2023-12-26 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2024-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2024-03-29 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2024-04-01 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-04-03 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-04-06 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-05-04 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-05-25 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-08-31 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2015-12-28 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-03-25 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-03-28 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-05-02 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-05-30 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-08-29 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-12-26 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2016-12-27 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-01-02 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-04-14 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-04-17 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-05-01 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-05-29 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-08-28 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2017-12-26 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-03-30 00:00:00,Good Friday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-04-02 00:00:00,Easter Monday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-05-07 00:00:00,Early May Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-05-28 00:00:00,Spring Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-08-27 00:00:00,Summer Bank Holiday,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-12-25 00:00:00,Christmas Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2018-12-26 00:00:00,Boxing Day,Ismail Gyursel,2016-01-21 10:36:03,,
ARGUS Holidays,2019-01-01 00:00:00,New Year's Day,Ismail Gyursel,2016-01-21 10:36:03,,
Argus Europe WKD,2010-04-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-13 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-23 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-05-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-06-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-06-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-07-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-07-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-07-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-08-20 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-08-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-09-28 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-10-12 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-10-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-10-28 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-11-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-11-11 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-11-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-08 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-27 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-28 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Argus Europe WKD,2010-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-04-03 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-04-06 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-05-04 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-05-25 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-08-31 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2015-12-28 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-03-25 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-03-28 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-05-02 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-05-30 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-08-29 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2016-12-27 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-01-02 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-04-14 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-04-17 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-05-01 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-05-29 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-08-28 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2017-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-03-30 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-04-02 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-05-07 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-05-28 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-08-27 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2018-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-04-19 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-04-22 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-05-06 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-05-27 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-08-26 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2019-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-04-10 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-04-13 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-05-04 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-05-25 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-08-31 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2020-12-28 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-04-02 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-04-05 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-05-03 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-05-31 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-08-30 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-12-27 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2021-12-28 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-01-03 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-04-15 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-04-18 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-05-02 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-05-30 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-08-29 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-12-26 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2022-12-27 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-01-02 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-04-07 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-04-10 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-05-01 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-05-29 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-08-28 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2023-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-03-29 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-04-01 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-05-06 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-05-27 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-08-26 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2024-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-01-01 00:00:00,New Year's Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-04-18 00:00:00,Good Friday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-04-21 00:00:00,Easter Monday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-05-05 00:00:00,Early May Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-05-26 00:00:00,Spring Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-08-25 00:00:00,Summer Bank Holiday,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-12-25 00:00:00,Christmas Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
ARGUS Hol WKD,2025-12-26 00:00:00,Boxing Day,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-01-06 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-05-01 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-08-15 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-10-26 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-11-01 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-12-08 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2018-12-25 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
